Date	Instrument	LANE	Undet	SingleMisID	SmisIdAny	UDI	LibraryPrep	Dups	PF
2018-03-07	HX	4	 2.8	 0.104	 1.184	1	TruSeq Nano	5.98397579434	78.44208222652762
2018-03-07	HX	8	28.6	 0.349	26.932	1	Nextera Flex	2.59733998977	58.89018252320229
2018-03-07	NS	1	17.0	 0.000	10.622	0	NA	NA	61.672933664377325
2018-03-07	NS	2	21.3	 0.000	13.757	0	NA	NA	61.672933664377325
2018-03-07	NS	3	16.4	 0.000	10.075	0	NA	NA	61.672933664377325
2018-03-07	NS	4	17.6	 0.000	11.026	0	NA	NA	61.672933664377325
2018-03-09	MS	1	 3.6	 0.026	 1.225	0	NA	NA	89.35059670814206
2018-03-16	MS	1	 5.6	 0.012	 3.320	0	NA	NA	89.97684746408365
2018-03-16	MS	1	14.8	 0.000	 1.111	0	NA	NA	92.60120424872224
2018-03-16	MS	1	 4.7	 0.005	 2.827	0	NA	NA	92.63287844263638
2018-03-20	MS	1	15.6	 0.000	 1.947	0	NA	NA	91.20599841200139
2018-03-20	NS	1	 5.4	 0.000	 3.221	0	NA	NA	86.90666621370089
2018-03-20	NS	2	 6.4	 0.000	 3.997	0	NA	NA	86.90666621370089
2018-03-20	NS	3	 5.1	 0.000	 3.305	0	NA	NA	86.90666621370089
2018-03-20	NS	4	 5.8	 0.000	 3.915	0	NA	NA	86.90666621370089
2018-03-22	H4	1	 4.7	 0.004	 0.557	1	NA	NA	NA
2018-03-22	H4	2	 5.3	 0.004	 0.514	1	NA	NA	NA
2018-03-22	H4	3	 5.4	 0.004	 0.593	1	NA	NA	NA
2018-03-22	H4	4	 5.2	 0.004	 0.540	1	NA	NA	NA
2018-03-22	H4	5	 5.1	 0.004	 0.640	1	NA	NA	NA
2018-03-22	H4	6	 5.1	 0.004	 0.524	1	NA	NA	NA
2018-03-22	H4	7	 4.8	 0.004	 0.510	1	NA	NA	NA
2018-03-22	H4	8	 5.1	 0.004	 0.521	1	NA	NA	NA
2018-03-22	H4	1	 3.6	 0.017	 1.118	1	NA	NA	NA
2018-03-22	H4	2	 3.6	 0.018	 1.098	1	NA	NA	NA
2018-03-22	H4	3	 4.1	 0.016	 1.236	1	NA	NA	NA
2018-03-22	H4	6	 3.3	 0.376	 1.656	1	NA	NA	NA
2018-03-22	H4	7	 4.0	 0.115	 1.235	1	NA	NA	NA
2018-03-22	H4	8	 4.4	 0.061	 1.204	1	NA	NA	NA
2018-03-22	NS	1	 2.8	 0.000	 1.614	1	TruSeq RNA	NA	94.4870458356998
2018-03-22	NS	2	 3.3	 0.000	 1.979	1	TruSeq RNA	NA	94.4870458356998
2018-03-22	NS	3	 2.8	 0.000	 1.624	1	TruSeq RNA	NA	94.4870458356998
2018-03-22	NS	4	 3.4	 0.000	 1.963	1	TruSeq RNA	NA	94.4870458356998
2018-03-23	MS	1	13.7	 0.000	 1.302	0	NA	NA	94.37348879983418
2018-03-23	MS	1	16.8	 0.010	 2.576	0	NA	NA	83.52445564329658
2018-04-03	NS	1	 3.3	 0.001	 1.695	1	TruSeq RNA	NA	90.70382802542638
2018-04-03	NS	2	 3.8	 0.001	 2.069	1	TruSeq RNA	NA	90.70382802542638
2018-04-03	NS	3	 3.3	 0.001	 1.662	1	TruSeq RNA	NA	90.70382802542638
2018-04-03	NS	4	 3.7	 0.001	 2.014	1	TruSeq RNA	NA	90.70382802542638
2018-04-05	HX	1	 3.2	 0.518	 1.494	1	TruSeq PCR-free	8.9777762897	75.52188394237074
2018-04-05	HX	2	 3.2	 0.604	 1.569	1	TruSeq PCR-free	10.0461679171	78.62389159740454
2018-04-05	HX	3	 3.1	 0.573	 1.550	1	TruSeq PCR-free	10.5259823088	77.86179800804076
2018-04-05	HX	4	 2.9	 0.546	 1.514	1	TruSeq PCR-free	10.2619333753	77.86509704758916
2018-04-05	HX	8	 2.9	 0.007	 0.748	1	TruSeq Nano	6.4775628327	80.41177448109491
2018-04-10	NS	1	 5.8	 0.000	 3.243	0	NA	NA	81.82943032035523
2018-04-10	NS	2	 6.8	 0.000	 3.969	0	NA	NA	81.82943032035523
2018-04-10	NS	3	 6.6	 0.000	 3.386	0	NA	NA	81.82943032035523
2018-04-10	NS	4	 6.8	 0.000	 3.954	0	NA	NA	81.82943032035523
2018-04-12	MS	1	 7.5	 0.013	 3.400	0	NA	NA	90.3755620696728
2018-04-12	MS	1	 4.9	 0.006	 2.791	0	NA	NA	94.53174866809681
2018-04-17	NS	1	13.3	 0.001	 2.097	0	NA	NA	92.26613998401577
2018-04-17	NS	2	13.9	 0.001	 2.728	0	NA	NA	92.26613998401577
2018-04-17	NS	3	14.1	 0.000	 2.001	0	NA	NA	92.26613998401577
2018-04-17	NS	4	15.3	 0.000	 2.888	0	NA	NA	92.26613998401577
2018-04-24	MS	1	13.9	 0.000	 1.024	0	NA	NA	96.72572813642279
2018-05-02	NS	1	 5.0	 0.000	 1.754	1	TruSeq RNA	NA	86.88993890805561
2018-05-02	NS	2	 5.9	 0.000	 2.038	1	TruSeq RNA	NA	86.88993890805561
2018-05-02	NS	3	 5.6	 0.000	 1.795	1	TruSeq RNA	NA	86.88993890805561
2018-05-02	NS	4	 7.2	 0.000	 2.163	1	TruSeq RNA	NA	86.88993890805561
2018-05-04	H4	1	 3.6	 0.101	 0.821	1	NA	10.0785505493	84.47019455380529
2018-05-04	H4	2	 3.3	 0.075	 0.751	1	NA	5.9672665837	82.40625796603247
2018-05-04	H4	3	 3.4	 0.111	 0.828	1	NA	9.90269395692	84.16288769266929
2018-05-04	H4	4	 3.3	 0.093	 0.806	1	NA	11.2774120112	84.0742813945118
2018-05-04	H4	5	 3.3	 0.099	 0.802	1	NA	10.5707562304	84.84046961474672
2018-05-04	H4	6	 3.4	 0.102	 0.808	1	NA	10.5354183209	85.95961839567771
2018-05-04	H4	7	 3.6	 0.099	 0.806	1	NA	10.8058195757	84.92335796830167
2018-05-04	H4	8	 3.8	 0.096	 0.794	1	NA	11.2688547011	85.91135510877035
2018-05-11	H4	1	 3.4	 0.041	 1.249	1	NA	5.95413900619	79.71466530944936
2018-05-11	H4	2	 3.2	 0.043	 1.233	1	NA	5.74681171721	81.23326108312699
2018-05-11	H4	3	 3.6	 0.015	 1.013	1	NA	5.60587952984	83.14133217819133
2018-05-11	H4	4	 3.4	 0.015	 0.802	1	NA	7.41484970823	81.77342288913701
2018-05-11	H4	5	 3.3	 0.015	 0.821	1	NA	6.01856122821	82.04083664645748
2018-05-11	H4	6	 3.3	 0.015	 0.801	1	NA	6.10470574332	83.99456641014696
2018-05-11	H4	7	 3.6	 0.015	 0.809	1	NA	5.97573589624	83.9305547066736
2018-05-11	H4	8	 3.9	 0.015	 0.812	1	NA	5.75075936473	83.31632960670015
2018-05-15	NS	1	 7.5	 0.000	 3.901	0	NA	NA	74.67790896241236
2018-05-15	NS	2	 8.2	 0.000	 4.647	0	NA	NA	74.67790896241236
2018-05-15	NS	3	 7.7	 0.000	 3.929	0	NA	NA	74.67790896241236
2018-05-15	NS	4	 8.4	 0.000	 4.601	0	NA	NA	74.67790896241236
2018-05-15	NS	1	 5.2	 0.001	 1.346	1	TruSeq RNA	NA	77.45926180531858
2018-05-15	NS	2	 6.0	 0.001	 1.518	1	TruSeq RNA	NA	77.45926180531858
2018-05-15	NS	3	 5.6	 0.001	 1.315	1	TruSeq RNA	NA	77.45926180531858
2018-05-15	NS	4	 7.3	 0.001	 1.602	1	TruSeq RNA	NA	77.45926180531858
2018-05-16	NS	1	 4.3	 0.001	 1.349	1	TruSeq RNA	NA	83.35515813578841
2018-05-16	NS	2	 5.2	 0.001	 1.634	1	TruSeq RNA	NA	83.35515813578841
2018-05-16	NS	3	 4.5	 0.001	 1.334	1	TruSeq RNA	NA	83.35515813578841
2018-05-16	NS	4	 5.3	 0.001	 1.620	1	TruSeq RNA	NA	83.35515813578841
2018-05-18	MS	1	15.2	 0.000	 1.340	0	NA	NA	96.12948098513482
2018-05-18	NS	1	 3.6	 0.000	 1.523	1	TruSeq RNA	NA	84.9025476743565
2018-05-18	NS	2	 4.1	 0.000	 1.701	1	TruSeq RNA	NA	84.9025476743565
2018-05-18	NS	3	 3.9	 0.000	 1.510	1	TruSeq RNA	NA	84.9025476743565
2018-05-18	NS	4	 4.9	 0.000	 1.854	1	TruSeq RNA	NA	84.9025476743565
2018-05-23	MS	1	14.0	 0.000	 1.528	0	NA	NA	94.07687520690783
2018-05-24	NS	1	 6.9	 0.563	 4.243	0	NA	NA	81.4156692251261
2018-05-24	NS	2	 7.0	 0.563	 4.216	0	NA	NA	81.4156692251261
2018-05-24	NS	3	 8.4	 0.601	 4.263	0	NA	NA	81.4156692251261
2018-05-24	NS	4	 9.3	 0.600	 4.200	0	NA	NA	81.4156692251261
2018-05-25	H4	1	 4.9	 0.000	 1.200	1	NA	NA	NA
2018-05-25	H4	2	 4.7	 0.000	 1.074	1	NA	NA	NA
2018-05-25	H4	3	 5.5	 0.272	 1.382	1	NA	NA	NA
2018-05-25	H4	4	 5.1	 0.001	 0.740	1	NA	NA	NA
2018-05-25	H4	5	 5.1	 0.001	 0.747	1	NA	NA	NA
2018-05-25	H4	6	 5.2	 0.001	 0.713	1	NA	NA	NA
2018-05-25	H4	7	 5.0	 0.001	 0.725	1	NA	NA	NA
2018-05-25	H4	8	 5.2	 0.001	 0.744	1	NA	NA	NA
2018-06-01	MS	1	 7.0	 0.005	 1.140	0	NA	NA	93.92259790733331
2018-06-05	MS	1	 2.4	 0.019	 0.871	1	Nextera Flex	NA	93.3745669416204
2018-06-06	NS	1	 3.9	 0.000	 1.622	1	TruSeq RNA	NA	86.63588068082765
2018-06-06	NS	2	 4.5	 0.000	 2.070	1	TruSeq RNA	NA	86.63588068082765
2018-06-06	NS	3	 3.9	 0.000	 1.624	1	TruSeq RNA	NA	86.63588068082765
2018-06-06	NS	4	 4.5	 0.000	 1.997	1	TruSeq RNA	NA	86.63588068082765
2018-06-08	H4	1	 4.6	 0.009	 1.656	1	NA	NA	NA
2018-06-08	H4	2	 3.8	 0.009	 0.880	1	NA	NA	NA
2018-06-08	H4	3	 3.7	 0.009	 0.891	1	NA	NA	NA
2018-06-08	H4	4	 3.4	 0.009	 0.874	1	NA	NA	NA
2018-06-08	H4	5	 2.8	 0.018	 0.760	1	NA	NA	NA
2018-06-08	H4	6	 2.8	 0.018	 0.759	1	NA	NA	NA
2018-06-08	H4	7	 2.7	 0.018	 0.778	1	NA	NA	NA
2018-06-08	H4	8	 2.8	 0.018	 0.775	1	NA	NA	NA
2018-06-08	MS	1	16.1	 0.000	 2.167	0	NA	NA	86.07803180868969
2018-06-08	MS	1	 4.6	 0.003	 1.171	0	NA	NA	81.41643869456807
2018-06-14	H4	8	 5.5	 0.094	 3.366	1	NA	NA	NA
2018-06-21	H4	1	 5.0	 0.000	 1.231	1	TruSeq RNA	5.17011276977	71.30065216494712
2018-06-21	H4	2	 4.8	 0.000	 1.149	1	TruSeq RNA	4.76601762061	70.86323095568538
2018-06-21	H4	6	 4.4	 0.023	 1.137	1	TruSeq RNA	6.64128547072	76.44994089297082
2018-06-21	H4	8	 3.0	 0.254	 1.382	0	Nextera Flex	6.91415952203	68.28570919242257
2018-06-22	MS	1	13.6	 0.012	 1.418	0	NA	NA	89.87350659261143
2018-06-29	MS	1	19.9	 0.087	 1.657	0	NA	NA	94.35771028136122
